 AP       XCENTER       YCENTER        APSIZE       PIXPEAK          WAVE       WAVEERR             Z          ZERR        SIGNAL         NOISE         RATIO      BBEWREST   BBEWRESTERR       WAVEFIT    WAVEFITERR          FWHM       FWHMERR          FLIM
 92      714.0000      187.1910      183.0000      712.0000      4382.835     0.5632062      1.671695  0.0003433200  2.118841E-17  1.663876E-18      12.73437      12.49818      1.307542      4383.156     0.2851619      11.03825     0.6083232  1.100453E-18
 93      714.0000      187.1910      185.0000      712.0000      4382.951     0.7597962      1.671766  0.0004631576  2.246957E-17  2.259153E-18      9.946017      13.25354      1.617111      4383.363     0.4241051      11.40654     0.7552505  1.281880E-18
 94      714.0000      187.1910      187.0000      712.0000      4382.796     0.5092204      1.671671  0.0003104113  1.832196E-17  1.540386E-18      11.89440      10.80748      1.176316      4383.034     0.2515833      9.803708     0.7063638  1.039600E-18
 95      714.0000      187.1910      189.0000      712.0000      4382.721     0.5764605      1.671625  0.0003513996  1.896156E-17  1.878136E-18      10.09595      11.18495      1.350986      4383.062     0.3749006      10.23132     0.8983368  1.049871E-18
 96      714.0000      187.1910      191.0000      712.0000      4382.876     0.5547148      1.671720  0.0003381438  2.120274E-17  1.844072E-18      11.49778      12.50652      1.389451      4383.245     0.3377613      10.89329     0.6842238  1.163226E-18
 97      714.0000      187.1910      193.0000      712.0000      4382.864     0.8731108      1.671712  0.0005322321  1.883404E-17  2.656892E-18      7.088747      11.10936      1.745224      4383.058     0.5757477      10.09601      1.397848  1.053383E-18
 98      714.0000      187.1910      195.0000      712.0000      4382.970     0.5375839      1.671777  0.0003277012  1.939031E-17  1.586674E-18      12.22073      11.43721      1.225132      4383.148     0.2420686      10.24742     0.5314317  1.064834E-18
 99      714.0000      187.1910      197.0000      712.0000      4382.872     0.4783499      1.671717  0.0002915932  1.822913E-17  1.512676E-18      12.05091      10.75253      1.161290      4383.018     0.2566085      9.549537     0.6118764  1.120954E-18
100      714.0000      187.1910      199.0000      712.0000      4382.881     0.3696189      1.671723  0.0002253128  1.865908E-17  1.627437E-18      11.46532      11.00612      1.224883      4383.104     0.2730242      9.667910     0.6020821  1.118067E-18
101      714.0000      187.1910      201.0000      712.0000      4382.843     0.4900138      1.671700  0.0002987033  2.103063E-17  1.607415E-18      13.08351      12.40510      1.278406      4383.220     0.2165499      10.59108     0.4918461  1.160111E-18
102      714.0000      187.1910      203.0000      712.0000      4382.772     0.5554830      1.671656  0.0003386121  2.047097E-17  1.847808E-18      11.07852      12.07517      1.372866      4383.215     0.3483179      10.35344     0.7818028  1.151405E-18
103      714.0000      187.1910      205.0000      712.0000      4382.935     0.4926775      1.671756  0.0003003270  2.053220E-17  1.728059E-18      11.88165      12.11084      1.319021      4383.156     0.2894215      10.46358     0.6257794  1.164427E-18
104      714.0000      187.1910      207.0000      712.0000      4382.834     0.6782119      1.671695  0.0004134254  2.051808E-17  1.758351E-18      11.66893      12.10278      1.332545      4383.137     0.2674267      10.22057     0.7682520  1.169047E-18
105      714.0000      187.1910      209.0000      712.0000      4382.798     0.3629599      1.671672  0.0002212536  2.069117E-17  1.680315E-18      12.31386      12.20499      1.301614      4383.080     0.2613962      10.51480     0.5844305  1.188675E-18
106      714.0000      187.1910      211.0000      712.0000      4382.850     0.5886343      1.671704  0.0003588205  2.093870E-17  1.864458E-18      11.23045      12.35085      1.392265      4383.186     0.3099377      10.53976     0.6219635  1.219212E-18
107      714.0000      187.1910      213.0000      712.0000      4383.017     0.4810801      1.671805  0.0002932575  2.242766E-17  1.849488E-18      12.12642      13.22862      1.423467      4383.284     0.2882459      10.92394     0.5274246  1.298868E-18
108      714.0000      187.1910      215.0000      712.0000      4382.780     0.4715563      1.671661  0.0002874520  2.083937E-17  1.682771E-18      12.38396      12.29246      1.306645      4383.212     0.2385594      10.34131     0.4930447  1.236619E-18
109      714.0000      187.1910      217.0000      712.0000      4382.769     0.4964910      1.671654  0.0003026517  2.072012E-17  1.734917E-18      11.94300      12.22214      1.327064      4383.273     0.2845352      10.33773     0.6445020  1.240029E-18
110      714.0000      187.1910      219.0000      712.0000      4382.714     0.3609605      1.671621  0.0002200348  1.745909E-17  1.614863E-18      10.81150      10.29869      1.189203      4383.041     0.1599613      8.934481     0.5511889  1.362854E-18
111      714.0000      187.1910      221.0000      712.0000      4382.906     0.5820761      1.671738  0.0003548228  2.050451E-17  1.845150E-18      11.11265      12.09459      1.372413      4383.242     0.2548919      10.25871     0.6903195  1.251941E-18
112      714.0000      187.1910      223.0000      712.0000      4382.845     0.4382805      1.671701  0.0002671676  2.123637E-17  1.737260E-18      12.22406      12.52645      1.341596      4383.282     0.2384644      10.58775     0.5744327  1.265359E-18
113      714.0000      187.1910      225.0000      712.0000      4382.567     0.5751866      1.671532  0.0003506231  1.985246E-17  2.016107E-18      9.846928      11.71088      1.438664      4383.199     0.2936385      9.903227     0.9192054  1.267488E-18
114      714.0000      187.1910      227.0000      712.0000      4382.875     0.5446706      1.671719  0.0003320211  1.971345E-17  1.913743E-18      10.30099      11.62806      1.385770      4383.167     0.2922002      9.955068     0.7935816  1.269809E-18
